老磊,0-9技,10-19技,20-29技,30-39技,40-49技,50-59技,60-69技,70-79技,80技捞惑,钦拌
20210820,155,184,454,359,337,321,151,61,28,2050
20210821,107,188,408,332,296,271,184,64,26,1876
20210822,102,153,375,298,264,244,132,42,16,1626
20210823,81,144,320,234,264,221,110,32,11,1417
20210824,116,145,347,271,261,202,114,40,11,1507
20210825,140,224,511,357,355,294,190,61,22,2154
20210826,119,177,439,339,301,278,150,66,13,1882
20210827,126,173,427,336,289,269,159,40,18,1837
20210828,114,194,434,309,259,263,146,47,25,1791
20210829,96,144,395,296,236,228,164,41,19,1619
20210830,102,121,327,303,228,212,130,33,29,1485
20210831,75,162,312,217,222,206,135,27,13,1369
20210901,128,192,444,366,335,297,194,56,12,2024
20210902,154,176,472,363,304,271,156,45,18,1959
20210903,94,153,379,321,312,238,151,41,19,1708
20210904,113,184,414,336,306,237,146,53,14,1803
20210905,114,154,322,264,264,179,132,45,16,1490
20210906,107,147,275,244,243,206,108,32,13,1375
20210907,111,173,348,275,299,226,123,31,11,1597
20210908,110,219,455,399,380,273,147,47,18,2048
20210909,138,233,439,356,367,276,181,45,14,2049
20210910,111,195,427,349,318,253,148,49,42,1892
20210911,145,191,416,353,307,227,140,68,17,1864
20210912,129,219,369,352,290,178,141,46,31,1755
20210913,106,135,295,271,257,177,134,36,22,1433
20210914,104,148,348,284,253,195,103,38,22,1495
20210915,121,209,435,460,374,235,147,60,36,2077
20210916,144,210,405,405,344,193,155,55,31,1942
20210917,144,214,447,369,345,227,186,60,16,2008
20210918,146,217,405,390,372,270,179,73,35,2087
20210919,124,173,402,327,366,240,183,68,26,1909
20210920,99,156,329,295,298,191,139,63,33,1603
20210921,110,160,358,305,325,214,160,69,28,1729
20210922,103,172,336,305,319,201,174,91,19,1720
20210923,99,141,401,317,306,199,159,68,25,1715
20210924,119,222,547,445,447,322,211,81,35,2429
20210925,205,299,809,658,510,339,268,120,60,3268
20210926,168,250,732,536,408,302,223,89,60,2768
20210927,166,221,625,450,363,246,173,83,54,2381
20210928,152,240,568,430,344,222,183,95,53,2287
20210929,145,286,747,556,442,307,219,123,56,2881
20210930,165,275,611,486,359,282,220,93,70,2561
20211001,160,289,590,442,363,278,216,87,58,2483
20211002,166,242,518,398,374,220,191,101,37,2247
20211003,128,220,474,393,333,223,177,83,53,2084
20211004,112,187,384,275,275,189,158,57,33,1670
20211005,84,182,302,309,262,178,141,68,48,1574
20211006,115,223,426,392,328,250,176,77,40,2027
20211007,192,266,448,434,389,281,259,105,51,2425
20211008,168,228,444,382,302,254,240,94,59,2171
20211009,140,227,347,318,334,218,242,81,46,1953
20211010,131,162,324,302,237,187,147,70,34,1594
20211011,90,161,242,224,211,151,122,64,32,1297
20211012,104,188,239,251,223,140,121,43,37,1346
20211013,120,198,289,271,256,176,159,77,36,1582
20211014,155,246,292,335,280,203,228,128,71,1938
20211015,159,203,276,288,243,175,204,85,50,1683
20211016,125,185,254,273,243,203,181,77,75,1616
20211017,102,158,236,234,197,158,190,96,49,1420
20211018,100,109,154,173,163,141,112,59,38,1049
20211019,88,166,147,169,159,125,126,50,43,1073
20211020,108,250,226,266,244,145,194,76,62,1571
20211021,127,201,206,257,196,162,172,75,45,1441
20211022,116,209,194,252,215,141,184,74,52,1437
20211023,136,222,205,253,194,149,191,84,74,1508
20211024,118,226,197,226,216,133,193,73,40,1422
20211025,103,201,126,180,170,134,158,74,44,1190
20211026,110,208,167,204,171,114,156,71,64,1265
20211027,169,335,249,295,273,177,266,123,65,1952
20211028,220,325,244,311,276,224,279,132,99,2110
20211029,207,301,297,319,260,221,282,149,87,2123
20211030,195,271,214,295,275,246,321,170,116,2103
20211031,159,266,256,288,275,226,333,145,113,2061
20211101,153,226,159,237,198,193,269,127,122,1684
20211102,149,243,163,194,203,166,252,120,99,1589
20211103,230,432,250,390,290,314,429,179,151,2665
20211104,235,321,253,355,290,297,397,201,133,2482
20211105,207,334,211,326,298,264,360,203,139,2342
20211106,210,294,243,321,285,232,357,189,115,2246
20211107,201,268,216,294,268,263,393,175,146,2224
20211108,153,240,169,221,234,199,314,133,95,1758
20211109,201,244,145,224,179,226,277,132,87,1715
20211110,175,313,249,309,294,302,457,219,106,2424
20211111,231,325,250,339,304,268,440,224,138,2519
20211112,214,294,211,307,285,278,411,220,148,2368
20211113,180,211,209,307,249,309,492,232,135,2324
20211114,199,247,209,257,273,333,476,262,162,2418
20211115,185,223,137,203,255,268,388,203,141,2003
20211116,210,252,166,249,271,290,332,199,155,2124
20211117,254,405,277,371,363,390,625,331,168,3184
20211118,231,398,294,384,383,410,629,357,206,3292
20211119,220,334,280,349,347,395,616,319,173,3033
20211120,278,379,256,347,411,422,597,331,182,3203
20211121,307,292,262,372,348,405,619,306,208,3119
20211122,263,328,270,362,318,348,526,270,141,2826
20211123,289,286,237,341,326,339,520,236,123,2697
20211124,299,390,363,530,487,565,873,409,199,4115
20211125,293,407,350,504,470,538,831,353,191,3937
20211126,318,391,373,458,466,542,767,364,216,3895
20211127,340,441,375,449,510,538,809,406,199,4067
20211128,348,393,336,451,417,461,778,438,303,3925
20211129,335,307,286,370,359,417,663,366,204,3307
20211130,307,309,252,394,351,369,620,258,172,3032
20211201,415,522,467,604,583,722,980,524,303,5120
20211202,425,553,520,625,600,676,1035,536,292,5262
20211203,452,547,449,561,587,651,957,501,238,4943
20211204,502,588,453,645,623,673,1061,535,272,5352
20211205,483,556,444,582,580,655,1055,515,255,5125
20211206,485,482,359,446,483,524,883,408,254,4324
20211207,548,549,430,597,632,647,940,418,191,4952
20211208,664,728,600,858,940,935,1505,665,278,7173
20211209,683,728,682,884,899,905,1404,635,281,7101
20211210,725,758,632,811,888,916,1403,615,272,7020
20211211,730,708,604,850,861,929,1426,585,279,6972
20211212,628,661,591,802,846,903,1375,596,281,6683
20211213,614,546,513,674,782,794,1187,498,208,5816
20211214,647,585,532,637,747,756,1035,425,201,5565
20211215,852,744,762,984,1030,1091,1495,611,279,7848
20211216,785,738,770,989,1045,1054,1505,527,205,7618
20211217,889,703,764,947,1003,1003,1350,578,197,7434
20211218,893,721,772,900,992,924,1400,525,183,7310
20211219,785,631,647,782,855,840,1102,421,169,6232
20211220,732,546,525,694,711,700,929,330,148,5315
20211221,699,567,495,685,756,716,873,290,113,5194
20211222,878,804,788,1044,1033,1006,1265,438,198,7454
20211223,828,752,709,941,993,924,1161,403,203,6914
20211224,761,721,679,856,898,800,1012,349,157,6233
20211225,760,660,674,765,812,826,882,322,137,5838
20211226,717,623,561,732,772,732,847,278,153,5415
20211227,640,485,452,597,619,546,586,193,86,4204
20211228,589,461,423,553,591,480,526,159,82,3864
20211229,615,645,648,807,802,718,755,263,153,5406
20211230,681,560,662,710,738,684,654,234,111,5034
20211231,687,613,584,698,725,625,623,209,108,4872
20220101,678,472,505,648,664,593,563,186,105,4414
20220102,520,465,480,581,595,497,458,156,78,3830
20220103,488,388,388,475,492,362,347,123,61,3124
20220104,416,356,422,475,458,393,339,98,65,3022
20220105,522,554,578,754,756,560,439,169,109,4441
20220106,555,505,612,631,686,506,407,130,89,4121
20220107,443,454,571,610,604,481,352,111,85,3711
20220108,408,408,569,554,524,493,366,132,49,3503
20220109,423,455,528,526,522,416,323,110,66,3369
20220110,396,404,478,457,474,370,262,93,70,3004
20220111,425,460,502,483,513,330,256,83,42,3094
20220112,452,553,851,764,760,496,294,126,86,4382
20220113,476,562,759,707,699,477,291,101,88,4160
20220114,454,666,1070,768,699,394,291,102,93,4537
20220115,510,633,951,743,629,455,289,113,96,4419
20220116,557,606,819,637,635,467,260,108,97,4186
20220117,582,582,645,574,600,439,224,85,124,3855
20220118,574,656,749,626,612,454,244,95,58,4068
20220119,753,938,1113,925,985,585,307,106,92,5804
20220120,735,1106,1433,991,1035,670,345,149,136,6600
20220121,703,1170,1532,1096,1023,652,343,150,95,6764
20220122,765,1248,1559,1082,1050,700,362,125,109,7000
20220123,909,1365,1590,1131,1131,750,432,135,182,7625
20220124,954,1326,1461,1109,1211,805,392,147,105,7510
20220125,1167,1572,1708,1333,1357,821,383,135,92,8568
20220126,1516,2422,2733,2044,2093,1199,607,211,177,13002
20220127,1653,2809,3283,2081,2227,1335,653,241,232,14514
20220128,1678,2938,3859,2326,2489,1511,787,280,221,16089
20220129,1916,3229,4022,2568,2659,1733,844,300,236,17507
20220130,1930,3233,3825,2613,2702,1737,929,335,216,17520
20220131,1998,3254,3516,2571,2662,1670,889,309,203,17072
20220201,2314,3472,3729,2592,2919,1848,945,304,210,18333
20220202,2416,3675,4052,2947,3315,2137,1069,394,262,20267
20220203,2703,3911,4702,3510,3836,2406,1180,393,261,22902
20220204,2887,4370,5918,4158,4611,2972,1558,579,380,27433
20220205,3749,5430,7762,5513,5791,3853,2539,1036,651,36324
20220206,4007,5875,7871,5677,6161,4317,2814,1285,677,38684
20220207,3540,5235,7241,5196,5638,4103,2478,1128,710,35269
20220208,3765,5479,7633,5339,5884,4346,2544,1049,669,36708
20220209,4947,7506,10705,7276,7574,5600,3428,1458,1045,49539
20220210,5703,8546,11855,7902,8089,6014,3462,1548,997,54116
20220211,5627,8374,11802,8168,8109,5722,3586,1392,1114,53894
20220212,6028,8885,11681,8019,8184,5805,3752,1472,1105,54931
20220213,6592,9262,11433,7964,8436,5870,3886,1641,1317,56401
20220214,6896,9189,10106,7772,8526,5918,3706,1456,985,54554
20220215,8052,9502,9952,8506,8993,6183,3706,1326,943,57163
20220216,12582,14164,15555,13563,14528,9759,6204,2418,1662,90435
20220217,13188,14796,15720,14165,15195,9883,6137,2335,1701,93120
20220218,14126,16628,19331,17407,18255,11792,7616,2769,1884,109808
20220219,13017,15425,17790,15460,16459,11306,7768,2896,2074,102195
20220220,14399,15557,17318,15431,16614,11740,8372,3233,2156,104820
20220221,13542,13795,14677,14041,15606,11221,7794,2899,1775,95350
20220222,15340,14037,14952,15601,16712,11095,7322,2660,1838,99557
20220223,24777,21980,26967,27268,28649,19726,13628,5107,3332,171434
20220224,24425,22988,26027,27117,28040,18999,13590,5234,3579,169999
20220225,21735,22041,26529,26664,27584,18507,13923,5283,3613,165879
20220226,20951,21319,26589,25740,27097,19887,14839,5914,3854,166190
20220227,21285,20557,25631,24902,25933,19803,15261,6280,3901,163553
20220228,19110,17802,20803,21063,23054,16783,12900,4972,3135,139622
20220301,19801,17718,20771,22030,22730,16257,12120,4537,3018,138982
20220302,26788,27962,34286,34422,35740,27018,19899,8033,5066,219214
20220303,26414,26132,29791,31577,32916,22752,17521,6807,4884,198794
20220304,32160,34415,43641,42779,42524,31384,23930,9819,6187,266839
20220305,30725,37557,40021,37683,39470,29471,23520,9652,6217,254316
20220306,26553,32829,39233,35459,37152,29927,24740,10694,7024,243611
20220307,24569,29361,32283,29741,32465,26399,21418,9046,5413,210695
20220308,27950,30897,30749,29362,31487,23529,17572,6861,4288,202695
20220309,44590,51184,51890,48873,51068,40874,31472,13911,8559,342421
20220310,42433,46126,47893,48077,49314,38224,31714,14303,9431,327515
20220311,35613,39961,43199,43565,45025,32744,25549,10625,6685,282966
20220312,45428,54057,61539,56025,57290,45638,36590,16676,10394,383637
20220313,43576,47941,52695,49047,51381,41620,36822,16930,10138,350150
20220314,37373,42563,44617,44402,47570,38004,32505,14415,8316,309765
20220315,50224,51359,53119,54147,56920,42307,32936,13839,7399,362250
20220316,52603,56641,57824,57471,59586,48503,40112,17960,9830,400530
20220317,77053,80318,89383,91743,93421,75501,64209,30510,19004,621142
20220318,49682,52784,57521,59724,61739,50288,42860,20504,11738,406840
20220319,48663,50584,51847,53056,55919,47323,42035,20120,11820,381367
20220320,44267,43386,41939,45605,49148,42387,38303,18926,10630,334591
20220321,31349,27664,25811,31109,32306,24545,21344,9473,5513,209114
20220322,55475,50876,42725,53106,55510,40785,32691,14970,7741,353879
20220323,67384,67091,60547,71690,74469,58786,49729,24730,16330,490756
20220324,49848,51716,51678,60613,63302,47194,40013,19333,11820,395517
20220325,40729,44110,44838,50889,53587,41590,35604,17481,10628,339456
20220326,41739,45008,42727,46876,50529,41747,36913,18296,11678,335513
20220327,39804,40523,38134,43590,48445,41226,37036,18362,10934,318054
20220328,27429,25054,22557,27717,29505,21831,19114,8911,5050,187168
20220329,49345,49989,43014,51909,55324,41479,31990,16091,8326,347467
20220330,52701,56478,52466,62290,65484,52363,44118,23089,15568,424557
20220331,37131,40515,42045,48730,51861,39683,33635,17017,10066,320683
20220401,31555,35645,37144,41234,44523,35210,30407,15452,9065,280235
20220402,29230,32642,34368,36581,40648,34623,30462,15647,9943,264144
20220403,27090,27980,28360,32197,36461,31301,28015,14370,8477,234251
20220404,17967,15796,15820,19379,20171,14912,13086,6371,3660,127162
20220405,34384,35461,34004,39804,42733,33397,26064,13153,7097,266097
20220406,31419,35989,38412,41543,43599,36705,30806,16432,11353,286258
20220407,22954,26774,31970,34221,35452,29180,23972,12667,7593,224783
20220408,21192,24769,28125,29738,32493,26848,22907,12103,7134,205309
20220409,19652,22081,24467,25210,27641,24502,22372,12001,7606,185532
20220410,17467,18725,20586,22344,25062,22735,20303,10852,6379,164453
20220411,12180,10722,11817,13711,14357,11131,9329,4748,2917,90912
20220412,23250,26401,28623,31825,33518,28131,21664,11376,5934,210722
20220413,19583,22957,27270,28694,29332,25642,21545,11748,8616,195387
20220414,14512,16813,21295,22369,22926,19638,16629,8848,5391,148421
20220415,12134,13893,17582,18239,19370,17208,14870,7885,4640,125821
20220416,10489,11187,14365,14762,16118,15095,13636,7543,4696,107891
20220417,9728,9166,11190,12760,13960,13039,12155,6681,4291,92970
20220418,6737,5292,6120,7559,7535,5734,4781,2401,1566,47725
20220419,13040,13607,15416,17508,18776,16208,12935,7264,3720,118474
20220420,11051,11787,15356,16214,16620,14973,13108,7438,4743,111290
20220421,8615,9294,13048,13699,13931,12317,10646,5875,3421,90846
20220422,7665,8109,11295,11832,12270,11325,9923,5499,3123,81041
20220423,7295,7332,10106,10416,10884,10553,9920,5407,3507,75420
20220424,6201,6020,8354,9064,9699,9330,8577,4711,2737,64693
20220425,4405,3611,4641,5542,5335,4215,3585,1843,1184,34361
20220426,8256,8317,11041,12224,12702,11122,8961,5002,2713,80338
20220427,7064,7161,10965,11327,11362,10625,9405,5268,3585,76762
20220428,5181,5416,8776,8728,8824,7787,6817,3707,2216,57452
20220429,4522,4749,7675,7358,7493,7158,6194,3438,1967,50554
20220430,3737,4122,6243,5955,6147,6201,5712,3238,1918,43273
20220501,3525,3753,5240,5150,5501,5264,5025,2804,1495,37757
20220502,2506,2261,2835,3084,3186,2450,2009,1066,675,20072
20220503,4652,6080,7476,7538,7755,7066,5718,3158,1673,51116
20220504,4115,5394,7577,7067,7084,6636,5769,3278,2131,49051
20220505,3651,4664,6766,6003,6283,5610,4833,2782,1694,42286
20220506,2529,3119,4320,3818,3803,3527,3108,1516,959,26699
20220507,3256,4426,6241,5376,5851,5577,4700,2722,1441,39590
20220508,3237,4632,5976,5365,5828,5525,4966,2797,1720,40046
20220509,2313,2794,3229,3159,3175,2448,1798,1031,638,20585
20220510,4315,7058,8285,7276,7787,6466,4678,2602,1453,49920
20220511,3583,5807,7777,5990,6374,5615,4450,2553,1759,43908
20220512,2905,4778,6594,5199,5110,4541,3596,1952,1220,35895
20220513,2612,4119,5722,4404,4588,4451,3554,1865,1122,32437
20220514,2446,3664,5008,3962,4144,3950,3316,1893,1193,29576
20220515,2161,3011,3980,3336,3619,3665,3039,1637,975,25423
20220516,1405,1695,2271,1958,2043,1644,1211,660,403,13290
20220517,2929,4840,6272,5119,5411,4647,3271,1686,929,35104
20220518,2534,4072,5688,4516,4442,3986,3256,1691,1155,31340
20220519,2336,3740,5315,4034,4166,3619,2685,1351,876,28122
20220520,1995,3217,4881,3565,3554,3435,2443,1256,773,25119
20220521,1904,2811,4374,3116,3339,3225,2598,1343,745,23455
20220522,1611,2360,3266,2634,2825,2731,2142,1091,627,19287
20220523,1075,1409,1818,1441,1530,1157,861,408,272,9971
20220524,2197,3836,4806,3936,4016,3497,2330,1137,583,26338
20220525,1830,3328,4831,3392,3347,3037,2254,1213,713,23945
20220526,1531,2582,3911,2814,2608,2392,1658,834,475,18805
20220527,1388,2143,3315,2400,2368,2200,1573,750,439,16576
20220528,1211,1837,2833,2055,1966,1879,1482,695,436,14394
20220529,1106,1604,2344,1718,1853,1724,1314,610,374,12647
20220530,692,784,1201,943,933,691,518,212,159,6133
20220531,1427,2438,3598,2523,2531,2192,1410,679,384,17182
20220601,1174,2091,3919,2204,2129,1826,1383,664,397,15787
20220602,879,1318,2213,1465,1371,1203,844,350,243,9886
20220603,941,1630,2747,1921,1822,1594,1112,496,272,12535
20220604,995,1619,2672,1726,1578,1582,1102,494,268,12036
20220605,762,1257,2104,1390,1432,1294,933,431,225,9828
20220606,482,647,1104,734,743,592,430,179,104,5015
20220607,578,809,1329,979,955,745,479,186,111,6171
20220608,962,1811,2962,2042,1955,1770,1088,500,263,13353
20220609,912,1535,2994,1742,1665,1473,1043,454,331,12149
20220610,744,1172,2097,1373,1285,1173,826,398,239,9307
20220611,648,1018,1856,1241,1160,1085,828,401,198,8435
20220612,638,930,1460,1039,1047,999,745,356,162,7376
20220613,414,512,733,587,544,447,339,164,77,3817
20220614,867,1298,1995,1518,1494,1273,768,365,191,9769
20220615,728,1139,2060,1459,1349,1208,847,403,233,9426
20220616,672,924,1720,1297,1173,972,713,352,157,7980
20220617,569,884,1524,1145,1010,927,666,315,151,7191
20220618,549,834,1371,1004,976,919,676,315,177,6821
20220619,496,744,1103,879,891,888,645,277,141,6064
20220620,374,472,621,572,563,412,314,128,75,3531
20220621,736,1166,1823,1498,1480,1256,803,368,169,9299
20220622,736,1055,1817,1461,1401,1159,796,360,189,8974
20220623,600,930,1543,1258,1113,937,640,304,168,7493
20220624,547,818,1446,1212,1088,966,722,300,119,7218
20220625,551,854,1305,1030,998,903,685,303,151,6780
20220626,511,772,1118,959,968,826,692,267,123,6236
20220627,306,423,647,606,539,448,288,113,49,3419
20220628,802,1242,2054,1656,1568,1264,794,338,171,9889
20220629,767,1157,2363,1807,1589,1330,893,353,189,10448
20220630,703,1163,2353,1601,1396,1132,818,316,108,9590
20220701,714,1174,2295,1555,1310,1195,767,350,154,9514
20220702,853,1391,2469,1732,1523,1322,865,374,180,10709
20220703,857,1305,2037,1536,1490,1379,927,322,184,10037
20220704,687,899,1229,1044,916,699,465,170,134,6243
20220705,1520,2506,3779,3008,2967,2342,1256,530,217,18125
20220706,1564,2601,4232,3199,2938,2392,1482,587,357,19352
20220707,1476,2486,4100,3004,2825,2315,1355,601,332,18494
20220708,1632,2756,3993,3035,2910,2411,1566,655,339,19297
20220709,1755,3150,4066,2891,2982,2683,1689,692,353,20261
20220710,1769,3123,3719,3010,3035,2649,1890,802,387,20384
20220711,1442,2085,2238,2035,2026,1424,884,356,182,12672
20220712,3257,6229,6710,5971,5979,4714,2765,1188,523,37336
20220713,3402,6330,8180,6637,5848,4806,3048,1329,660,40240
20220714,3284,6089,8207,6083,5864,4657,2932,1390,653,39159
20220715,3370,6497,7519,5886,5599,4702,3161,1460,663,38857
20220716,3774,7093,7530,5846,5934,5090,3553,1682,793,41295
20220717,3869,6654,6742,5723,6059,5201,3561,1698,808,40315
20220718,3422,5198,4232,3840,3878,2675,1806,758,466,26275
20220719,6792,13645,12375,11242,11400,8929,5465,2580,1115,73543
20220720,6733,12176,14371,11850,11431,9022,6302,2949,1527,76361
20220721,6017,10223,14774,11148,10706,8376,5856,2766,1263,71129
20220722,6104,10179,13491,10068,9904,8320,6202,2948,1373,68589
20220723,6045,10489,12108,9670,9837,8920,6601,3199,1655,68524
20220724,6005,10043,10530,9111,9703,8676,6382,3289,1629,65368
20220725,4233,5554,5591,5520,5611,4200,2978,1418,748,35853
20220726,8871,12624,16902,15806,16321,13500,8701,4421,2082,99228
20220727,8329,11657,18876,15864,15427,12990,9546,4891,2649,100229
20220728,7482,10356,17013,13912,13635,11500,8423,4013,2008,88342
20220729,7054,9783,15449,12795,12817,11781,8854,4481,2262,85276
20220730,6988,8856,14456,12031,12253,11430,8985,4571,2389,81959
20220731,6033,7593,11636,10683,11604,10787,8494,4497,2229,73556
20220801,5009,5157,7171,6967,6972,5623,4488,2112,1147,44646
20220802,8307,10679,18714,17693,18222,16645,12123,6445,2917,111745
20220803,8898,11930,21079,18075,18209,17316,13428,6924,4008,119867
20220804,7786,10698,19539,16190,16350,15706,12274,6092,3212,107847
20220805,9113,11790,19085,16570,16646,16430,12918,6637,3644,112833
20220806,8912,11334,17925,15967,16517,16172,12992,6879,3927,110625
20220807,8573,10606,16115,15183,15715,15954,12627,6936,3750,105459
20220808,5509,5396,8686,8823,8733,7708,5947,2842,1600,55244
20220809,11078,13514,24227,22976,23887,23283,17011,9312,4561,149849
20220810,11157,14675,26085,22757,22260,21949,17646,9631,5559,151719
20220811,10748,13806,24356,20079,19607,19648,16026,8441,4455,137166
20220812,10335,12843,20950,18259,18461,18875,15831,8512,4596,128662
20220813,10666,12315,18796,17059,17905,18321,16001,8698,4777,124538
20220814,11281,11860,16199,15777,17339,17920,15762,8669,4721,119528
20220815,7032,6499,8605,9050,9425,8493,7101,3667,2176,62048
20220816,8229,8072,12245,13390,13608,12238,9356,4551,2402,84091
20220817,13469,17047,27765,27400,28028,27103,21700,12073,6161,180746
20220818,14624,18789,28329,25886,25070,24850,21662,12172,7126,178508
20220819,11113,15023,22140,19631,19504,19387,17179,9591,5205,138773
20220820,11248,14868,19268,17081,17716,17892,16368,9487,5424,129352
20220821,9849,12045,14920,14469,15624,16024,15037,8362,4576,110906
20220822,6982,7266,8053,8665,8549,7478,6577,3364,2080,59014
20220823,13400,18398,20171,21183,22541,21232,17700,10150,5432,150207
20220824,11915,16294,19805,19240,19615,19028,17145,10033,6223,139298
20220825,9662,12734,16578,15914,16383,15577,14140,7922,4438,113348
20220826,9124,12200,13877,13395,13907,14197,12940,7338,4135,101113
20220827,8705,12154,12239,11897,12926,13070,12633,7572,4375,95571
20220828,8086,9908,10311,10634,11999,12148,11618,6826,3703,85233
20220829,5346,5849,5406,6290,6335,5268,4659,2433,1528,43114
20220830,10808,15916,14054,15540,17269,16123,13441,8171,4293,115615
20220831,8734,12578,13593,14103,15089,14206,13183,7835,4602,103923
20220901,6076,8764,10918,11504,12426,11814,10582,5966,3516,81566
20220902,9126,12339,11500,11373,12541,11756,11055,6241,3655,89586
20220903,7176,10768,9577,10013,11099,10997,10482,6177,3457,79746
20220904,6691,9128,8099,8968,10374,10111,9754,5709,3310,72144
20220905,4573,5344,4458,5225,5566,4702,4067,2271,1342,37548
